學號,姓名,課程代碼,課程名稱,學分,教師,期中考,期末考,平時成績
41292119M,學生1238,00UB9P1,英文（三）：專業英語簡報,2,教師31,63,7,88
41173207H,學生650,00UB9P1,英文（三）：專業英語簡報,2,教師31,59,46,70
41243037S,學生1482,00UB9P1,英文（三）：專業英語簡報,2,教師31,20,34,8
41271213H,學生566,00UB9P1,英文（三）：專業英語簡報,2,教師31,32,77,87
41068241T,學生1717,00UB9P1,英文（三）：專業英語簡報,2,教師31,75,80,0
41090111M,學生1184,00UB9P1,英文（三）：專業英語簡報,2,教師31,57,35,7
41175032H,學生719,00UB9P1,英文（三）：專業英語簡報,2,教師31,21,49,87
41075115H,學生702,00UB9P1,英文（三）：專業英語簡報,2,教師31,88,3,62
41101126E,學生167,00UB9P1,英文（三）：專業英語簡報,2,教師31,48,1,10
41177129H,學生802,00UB9P1,英文（三）：專業英語簡報,2,教師31,90,5,80
41140137S,學生1346,00UB9P1,英文（三）：專業英語簡報,2,教師31,58,53,7
41257115O,學生1275,00UB9P1,英文（三）：專業英語簡報,2,教師31,41,3,34
41200241E,學生135,00UB9P1,英文（三）：專業英語簡報,2,教師31,91,53,34
41001218E,學生159,00UB9P1,英文（三）：專業英語簡報,2,教師31,59,92,32
41102008E,學生194,00UB9P1,英文（三）：專業英語簡報,2,教師31,79,62,4
41006211E,學生294,00UB9P1,英文（三）：專業英語簡報,2,教師31,14,17,40
41051211S,學生1595,00UB9P1,英文（三）：專業英語簡報,2,教師31,61,89,27
41206115E,學生298,00UB9P1,英文（三）：專業英語簡報,2,教師31,61,43,6
41122007L,學生1044,00UB9P1,英文（三）：專業英語簡報,2,教師31,46,33,72
41160119T,學生1651,00UB9P1,英文（三）：專業英語簡報,2,教師31,61,73,71
41006033E,學生316,00UB9P1,英文（三）：專業英語簡報,2,教師31,50,61,11
41000210E,學生104,00UB9P1,英文（三）：專業英語簡報,2,教師31,54,99,33
41041031S,學生1385,00UB9P1,英文（三）：專業英語簡報,2,教師31,63,13,32
41176222H,學生754,AEU0078,類比積體電路導論,3,教師12,51,38,23
41257224O,學生1284,AEU0078,類比積體電路導論,3,教師12,92,17,25
41084214I,學生876,AEU0078,類比積體電路導論,3,教師12,14,3,88
41001201E,學生142,AEU0078,類比積體電路導論,3,教師12,71,88,59
41032139A,學生89,AEU0078,類比積體電路導論,3,教師12,60,59,40
41123202L,學生1084,AEU0078,類比積體電路導論,3,教師12,20,13,28
41140114S,學生1323,AEU0078,類比積體電路導論,3,教師12,82,8,14
41173205H,學生648,AEU0078,類比積體電路導論,3,教師12,86,89,44
41092233M,學生1252,AEU0078,類比積體電路導論,3,教師12,74,52,64
41257049O,學生1309,AEU0078,類比積體電路導論,3,教師12,74,1,88
41277239H,學生812,AEU0078,類比積體電路導論,3,教師12,87,83,70
41251037S,學生1621,AEU0078,類比積體電路導論,3,教師12,99,91,8
41144123S,學生1515,AEU0078,類比積體電路導論,3,教師12,23,59,87
41168249T,學生1725,AEU0078,類比積體電路導論,3,教師12,2,70,0
41272131H,學生630,AEU0078,類比積體電路導論,3,教師12,21,43,7
41047025S,學生1561,AEU0078,類比積體電路導論,3,教師12,52,7,87
41277237H,學生810,AEU0078,類比積體電路導論,3,教師12,1,46,62
41001004E,學生145,AEU0078,類比積體電路導論,3,教師12,87,34,10
41243242S,學生1487,AEU0078,類比積體電路導論,3,教師12,29,77,80
41113101E,學生458,AEU0078,類比積體電路導論,3,教師12,37,80,7
41160119T,學生1651,AEU0078,類比積體電路導論,3,教師12,1,35,34
41030235A,學生35,AEU0078,類比積體電路導論,3,教師12,63,49,34
41032131A,學生81,AEU0078,類比積體電路導論,3,教師12,59,3,32
41213131E,學生488,AEU0078,類比積體電路導論,3,教師12,20,1,4
41223217L,學生1099,AEU0078,類比積體電路導論,3,教師12,32,5,40
41184007I,學生869,AEU0078,類比積體電路導論,3,教師12,75,53,27
41032043A,學生93,AEU0078,類比積體電路導論,3,教師12,57,3,6
41284127I,學生889,AEU0078,類比積體電路導論,3,教師12,21,53,72
41100227E,學生121,AEU0078,類比積體電路導論,3,教師12,88,92,71
41140022S,學生1331,AEU0078,類比積體電路導論,3,教師12,48,62,11
41226231L,學生1162,AEU0078,類比積體電路導論,3,教師12,90,17,33
41143046S,學生1491,AEU0078,類比積體電路導論,3,教師12,58,89,32
41207242E,學生370,AEU0078,類比積體電路導論,3,教師12,41,43,47
41040112S,學生1321,AEU0078,類比積體電路導論,3,教師12,91,33,22
41073227H,學生670,AEU0078,類比積體電路導論,3,教師12,59,73,61
41044243S,學生1535,AEU0078,類比積體電路導論,3,教師12,79,61,87
41241111S,學生1365,AEU0078,類比積體電路導論,3,教師12,14,99,36
41220128L,學生975,AEU0078,類比積體電路導論,3,教師12,61,13,98
41292231M,學生1250,AEU0078,類比積體電路導論,3,教師12,61,94,43
41023132L,學生1114,AEU0078,類比積體電路導論,3,教師12,46,47,85
41113147E,學生504,AEU0078,類比積體電路導論,3,教師12,61,14,90
41030204A,學生4,AEU0078,類比積體電路導論,3,教師12,50,71,34
41277219H,學生792,AEU0078,類比積體電路導論,3,教師12,54,77,64
41207036E,學生364,AEU0078,類比積體電路導論,3,教師12,63,86,98
41157014O,學生1274,AEU0078,類比積體電路導論,3,教師12,2,61,100
41022025L,學生1062,AEU0078,類比積體電路導論,3,教師12,100,39,46
41251006S,學生1590,AEU0078,類比積體電路導論,3,教師12,50,84,77
41200030E,學生124,AEU0078,類比積體電路導論,3,教師12,6,79,2
41122239L,學生1076,AEU0078,類比積體電路導論,3,教師12,20,81,0
41109226E,學生396,AEU0078,類比積體電路導論,3,教師12,72,52,4
41101113E,學生154,AEU0003,數位系統,3,教師5,51,100,14
41040132S,學生1341,AEU0003,數位系統,3,教師5,92,50,71
41002205E,學生191,AEU0003,數位系統,3,教師5,14,6,77
41284125I,學生887,AEU0003,數位系統,3,教師5,71,20,86
41183137I,學生852,AEU0003,數位系統,3,教師5,60,72,61
41042206S,學生1410,AEU0003,數位系統,3,教師5,20,38,39
41020018L,學生965,AEU0003,數位系統,3,教師5,82,17,84
41021034L,學生1021,AEU0003,數位系統,3,教師5,86,3,79
41143222S,學生1467,AEU0003,數位系統,3,教師5,74,88,81
41270123H,學生527,AEU0003,數位系統,3,教師5,74,59,52
41076002H,學生734,AEU0003,數位系統,3,教師5,87,13,23
41184041I,學生903,AEU0003,數位系統,3,教師5,99,8,25
41147009S,學生1545,AEU0003,數位系統,3,教師5,23,89,88
41107026E,學生354,AEU0003,數位系統,3,教師5,2,52,59
41041209S,學生1363,AEU0003,數位系統,3,教師5,21,1,40
41122010L,學生1047,AEU0003,數位系統,3,教師5,52,83,28
41275006H,學生693,AEU0003,數位系統,3,教師5,1,91,14
41283035I,學生850,AEU0003,數位系統,3,教師5,87,59,44
41092221M,學生1240,AEU0003,數位系統,3,教師5,29,70,64
41270218H,學生522,AEU0003,數位系統,3,教師5,37,43,88
41122239L,學生1076,AEU0003,數位系統,3,教師5,1,7,70
41272219H,學生618,AEU0003,數位系統,3,教師5,63,46,8
41260130T,學生1662,AEU0003,數位系統,3,教師5,59,34,87
41220240L,學生987,AEU0003,數位系統,3,教師5,20,77,0
41243037S,學生1482,AEU0003,數位系統,3,教師5,32,80,7
41047226S,學生1562,AEU0003,數位系統,3,教師5,75,35,87
41100227E,學生121,AEU0003,數位系統,3,教師5,57,49,62
41247139S,學生1575,AEU0003,數位系統,3,教師5,21,3,10
41176229H,學生761,AEU0003,數位系統,3,教師5,88,1,80
41140105S,學生1314,AEU0003,數位系統,3,教師5,48,5,7
41144121S,學生1513,AEU0003,數位系統,3,教師5,90,53,34
41168111T,學生1687,AEU0003,數位系統,3,教師5,58,3,34
41077023H,學生796,AEU0003,數位系統,3,教師5,41,53,32
41043023S,學生1468,AEU0003,數位系統,3,教師5,91,92,4
41183109I,學生824,AEU0003,數位系統,3,教師5,59,62,40
41160036T,學生1668,AEU0003,數位系統,3,教師5,79,17,27
41000101E,學生95,AEU0003,數位系統,3,教師5,14,89,6
41023038L,學生1120,AEU0003,數位系統,3,教師5,61,43,72
41051132S,學生1616,AEU0003,數位系統,3,教師5,61,33,71
41226213L,學生1144,AEU0003,數位系統,3,教師5,46,73,11
41130237A,學生37,AEU0003,數位系統,3,教師5,61,61,33
41140109S,學生1318,AEU0003,數位系統,3,教師5,50,99,32
41101130E,學生171,AEU0003,數位系統,3,教師5,54,13,47
41043032S,學生1477,AEU0003,數位系統,3,教師5,63,94,22
41168136T,學生1712,AEU0003,數位系統,3,教師5,2,47,61
41047226S,學生1562,AEU0005,計算機概論,3,教師33,51,20,84
41202001E,學生187,AEU0005,計算機概論,3,教師33,92,72,79
41271137H,學生590,AEU0005,計算機概論,3,教師33,14,38,81
41170048H,學生552,AEU0005,計算機概論,3,教師33,71,17,52
41260201T,學生1633,AEU0005,計算機概論,3,教師33,60,3,23
41211129E,學生440,AEU0005,計算機概論,3,教師33,20,88,25
41005212E,學生245,AEU0005,計算機概論,3,教師33,82,59,88
41160119T,學生1651,AEU0005,計算機概論,3,教師33,86,13,59
41102213E,學生199,AEU0005,計算機概論,3,教師33,74,8,40
41209218E,學生388,AEU0005,計算機概論,3,教師33,74,89,28
41160227T,學生1659,AEU0005,計算機概論,3,教師33,87,52,14
41075011H,學生698,AEU0005,計算機概論,3,教師33,99,1,44
41240020S,學生1329,AEU0005,計算機概論,3,教師33,23,83,64
41271004H,學生557,AEU0005,計算機概論,3,教師33,2,91,88
41006231E,學生314,AEU0005,計算機概論,3,教師33,21,59,70
41102118E,學生204,AEU0005,計算機概論,3,教師33,52,70,8
41272106H,學生605,AEU0005,計算機概論,3,教師33,1,43,87
41107021E,學生349,AEU0005,計算機概論,3,教師33,87,7,0
41175207H,學生694,AEU0005,計算機概論,3,教師33,29,46,7
41241041S,學生1395,AEU0005,計算機概論,3,教師33,37,34,87
41271132H,學生585,AEU0005,計算機概論,3,教師33,1,77,62
41142125S,學生1429,AEU0005,計算機概論,3,教師33,63,80,10
41041209S,學生1363,AEU0005,計算機概論,3,教師33,59,35,80
41126032L,學生1163,AEU0005,計算機概論,3,教師33,20,49,7
41240006S,學生1315,AEU0005,計算機概論,3,教師33,32,3,34
41076106H,學生738,AEU0005,計算機概論,3,教師33,75,1,34
41083043I,學生858,AEU0005,計算機概論,3,教師33,57,5,32
41290220M,學生1193,AEU0005,計算機概論,3,教師33,21,53,4
41173220H,學生663,AEU0005,計算機概論,3,教師33,88,3,40
41021127L,學生1014,AEU0005,計算機概論,3,教師33,48,53,27
41183205I,學生820,AEU0005,計算機概論,3,教師33,90,92,6
41270123H,學生527,AEU0005,計算機概論,3,教師33,58,62,72
41201028E,學生169,AEU0005,計算機概論,3,教師33,41,17,71
41070113H,學生517,AEU0005,計算機概論,3,教師33,91,89,11
41051221S,學生1605,AEU0005,計算機概論,3,教師33,59,43,33
41171118H,學生571,AEU0005,計算機概論,3,教師33,79,33,32
41207018E,學生346,AEU0005,計算機概論,3,教師33,14,73,47
41051212S,學生1596,AEU0005,計算機概論,3,教師33,61,61,22
41132027A,學生77,AEU0005,計算機概論,3,教師33,61,99,61
41105141E,學生274,AEU0005,計算機概論,3,教師33,46,13,87
41257023O,學生1283,AEU0005,計算機概論,3,教師33,61,94,36
41242004S,學生1408,AEU0005,計算機概論,3,教師33,50,47,98
41171005H,學生558,AEU0005,計算機概論,3,教師33,54,14,43
41047204S,學生1540,AEU0005,計算機概論,3,教師33,63,71,85
41000005E,學生99,AEU0005,計算機概論,3,教師33,2,77,90
41022116L,學生1053,AEU0005,計算機概論,3,教師33,100,86,34
41111039E,學生450,AEU0005,計算機概論,3,教師33,50,61,64
41220113L,學生960,AEU0005,計算機概論,3,教師33,6,39,98
41276120H,學生752,AEU0013,程式設計,3,教師22,51,50,43
41141121S,學生1375,AEU0013,程式設計,3,教師22,92,54,33
41147031S,學生1567,AEU0013,程式設計,3,教師22,14,63,73
41240006S,學生1315,AEU0013,程式設計,3,教師22,71,2,61
41184205I,學生867,AEU0013,程式設計,3,教師22,60,100,99
41260222T,學生1654,AEU0013,程式設計,3,教師22,20,50,13
41272106H,學生605,AEU0013,程式設計,3,教師22,82,6,94
41144114S,學生1506,AEU0013,程式設計,3,教師22,86,20,47
41232205A,學生55,AEU0013,程式設計,3,教師22,74,72,14
41009025E,學生395,AEU0013,程式設計,3,教師22,74,38,71
41207242E,學生370,AEU0013,程式設計,3,教師22,87,17,77
41147141S,學生1577,AEU0013,程式設計,3,教師22,99,3,86
41077225H,學生798,AEU0013,程式設計,3,教師22,23,88,61
41040027S,學生1336,AEU0013,程式設計,3,教師22,2,59,39
41192041M,學生1260,AEU0013,程式設計,3,教師22,21,13,84
41007125E,學生353,AEU0013,程式設計,3,教師22,52,8,79
41200216E,學生110,AEU0013,程式設計,3,教師22,1,89,81
41100121E,學生115,AEU0013,程式設計,3,教師22,87,52,52
41047108S,學生1544,AEU0013,程式設計,3,教師22,29,1,23
41026238L,學生1169,AEU0013,程式設計,3,教師22,37,83,25
41242241S,學生1445,AEU0013,程式設計,3,教師22,1,91,88
41071043H,學生596,AEU0013,程式設計,3,教師22,63,59,59
41032213A,學生63,AEU0013,程式設計,3,教師22,59,70,40
41030204A,學生4,AEU0013,程式設計,3,教師22,20,43,28
41113147E,學生504,AEU0013,程式設計,3,教師22,32,7,14
41005247E,學生280,AEU0013,程式設計,3,教師22,75,46,44
41126214L,學生1145,AEU0013,程式設計,3,教師22,57,34,64
41051132S,學生1616,AEU0013,程式設計,3,教師22,21,77,88
411H0033I,學生936,AEU0013,程式設計,3,教師22,88,80,70
41075023H,學生710,AEU0013,程式設計,3,教師22,48,35,8
41268226T,學生1702,AEU0013,程式設計,3,教師22,90,49,87
41275220H,學生707,AEU0013,程式設計,3,教師22,58,3,0
41013222E,學生479,AEU0013,程式設計,3,教師22,41,1,7
41072001H,學生600,AEU0013,程式設計,3,教師22,91,5,87
41113120E,學生477,AEU0013,程式設計,3,教師22,59,53,62
41141236S,學生1390,AEU0013,程式設計,3,教師22,79,3,10
41173102H,學生645,AEU0013,程式設計,3,教師22,14,53,80
41241114S,學生1368,AEU0013,程式設計,3,教師22,61,92,7
41121149L,學生1036,AEU0013,程式設計,3,教師22,61,62,34
41276225H,學生757,AEU0013,程式設計,3,教師22,46,17,34
41209038E,學生408,AEU0013,程式設計,3,教師22,61,89,32
41130237A,學生37,AEU0006,電子學（一）,3,教師29,51,63,99
41272228H,學生627,AEU0006,電子學（一）,3,教師29,92,2,13
41084120I,學生882,AEU0006,電子學（一）,3,教師29,14,100,94
41102225E,學生211,AEU0006,電子學（一）,3,教師29,71,50,47
41042203S,學生1407,AEU0006,電子學（一）,3,教師29,60,6,14
41222129L,學生1066,AEU0006,電子學（一）,3,教師29,20,20,71
41120227L,學生974,AEU0006,電子學（一）,3,教師29,82,72,77
41173218H,學生661,AEU0006,電子學（一）,3,教師29,86,38,86
41209009E,學生379,AEU0006,電子學（一）,3,教師29,74,17,61
41175227H,學生714,AEU0006,電子學（一）,3,教師29,74,3,39
41021104L,學生991,AEU0006,電子學（一）,3,教師29,87,88,84
41170024H,學生528,AEU0006,電子學（一）,3,教師29,99,59,79
41006101E,學生284,AEU0006,電子學（一）,3,教師29,23,13,81
41205235E,學生268,AEU0006,電子學（一）,3,教師29,2,8,52
41073030H,學生673,AEU0006,電子學（一）,3,教師29,21,89,23
41209127E,學生397,AEU0006,電子學（一）,3,教師29,52,52,25
41284224I,學生886,AEU0006,電子學（一）,3,教師29,1,1,88
41113118E,學生475,AEU0006,電子學（一）,3,教師29,87,83,59
41107009E,學生337,AEU0006,電子學（一）,3,教師29,29,91,40
41102217E,學生203,AEU0006,電子學（一）,3,教師29,37,59,28
41090105M,學生1178,AEU0006,電子學（一）,3,教師29,1,70,14
41257244O,學生1304,AEU0006,電子學（一）,3,教師29,63,43,44
41230007A,學生7,AEU0006,電子學（一）,3,教師29,59,7,64
41168105T,學生1681,AEU0006,電子學（一）,3,教師29,20,46,88
41132001A,學生51,AEU0006,電子學（一）,3,教師29,32,34,70
41102143E,學生229,AEU0006,電子學（一）,3,教師29,75,77,8
411H0010I,學生913,AEU0006,電子學（一）,3,教師29,57,80,87
41060029T,學生1661,AEU0006,電子學（一）,3,教師29,21,35,0
41001017E,學生158,AEU0006,電子學（一）,3,教師29,88,49,7
41030211A,學生11,AEU0006,電子學（一）,3,教師29,48,3,87
41207234E,學生362,AEU0006,電子學（一）,3,教師29,90,1,62
41243016S,學生1461,AEU0006,電子學（一）,3,教師29,58,5,10
41240019S,學生1328,AEU0006,電子學（一）,3,教師29,41,53,80
41057135O,學生1295,AEU0006,電子學（一）,3,教師29,91,3,7
41121225L,學生1012,AEU0006,電子學（一）,3,教師29,59,53,34
41032122A,學生72,AEU0006,電子學（一）,3,教師29,79,92,34
41244238S,學生1530,AEU0006,電子學（一）,3,教師29,14,62,32
41176204H,學生736,AEU0006,電子學（一）,3,教師29,61,17,4
41142001S,學生1405,AEU0006,電子學（一）,3,教師29,61,89,40
41244027S,學生1519,AEU0006,電子學（一）,3,教師29,46,43,27
41032211A,學生61,AEU0006,電子學（一）,3,教師29,61,33,6
41077114H,學生787,AEU0006,電子學（一）,3,教師29,50,73,72
41126137L,學生1168,AEU0006,電子學（一）,3,教師29,54,61,71
41047103S,學生1539,AEU0007,電子學實驗（一）,2,教師24,51,100,14
41170106H,學生510,AEU0007,電子學實驗（一）,2,教師24,92,50,71
41183030I,學生845,AEU0007,電子學實驗（一）,2,教師24,14,6,77
41283246I,學生861,AEU0007,電子學實驗（一）,2,教師24,71,20,86
41275201H,學生688,AEU0007,電子學實驗（一）,2,教師24,60,72,61
41022101L,學生1038,AEU0007,電子學實驗（一）,2,教師24,20,38,39
41290220M,學生1193,AEU0007,電子學實驗（一）,2,教師24,82,17,84
41005032E,學生265,AEU0007,電子學實驗（一）,2,教師24,86,3,79
41021235L,學生1022,AEU0007,電子學實驗（一）,2,教師24,74,88,81
41001201E,學生142,AEU0007,電子學實驗（一）,2,教師24,74,59,52
41168139T,學生1715,AEU0007,電子學實驗（一）,2,教師24,87,13,23
41222129L,學生1066,AEU0007,電子學實驗（一）,2,教師24,99,8,25
41272131H,學生630,AEU0007,電子學實驗（一）,2,教師24,23,89,88
41223035L,學生1117,AEU0007,電子學實驗（一）,2,教師24,2,52,59
41021239L,學生1026,AEU0007,電子學實驗（一）,2,教師24,21,1,40
41106226E,學生309,AEU0007,電子學實驗（一）,2,教師24,52,83,28
41201041E,學生182,AEU0007,電子學實驗（一）,2,教師24,1,91,14
41111104E,學生415,AEU0007,電子學實驗（一）,2,教師24,87,59,44
411H0118I,學生921,AEU0007,電子學實驗（一）,2,教師24,29,70,64
41107041E,學生369,AEU0007,電子學實驗（一）,2,教師24,37,43,88
41173124H,學生667,AEU0007,電子學實驗（一）,2,教師24,1,7,70
41283040I,學生855,AEU0007,電子學實驗（一）,2,教師24,63,46,8
41072234H,學生633,AEU0007,電子學實驗（一）,2,教師24,59,34,87
41113207E,學生464,AEU0007,電子學實驗（一）,2,教師24,20,77,0
41171236H,學生589,AEU0007,電子學實驗（一）,2,教師24,32,80,7
41147101S,學生1537,AEU0007,電子學實驗（一）,2,教師24,75,35,87
411H0033I,學生936,AEU0007,電子學實驗（一）,2,教師24,57,49,62
41243245S,學生1490,AEU0007,電子學實驗（一）,2,教師24,21,3,10
41092233M,學生1252,AEU0007,電子學實驗（一）,2,教師24,88,1,80
41143222S,學生1467,AEU0007,電子學實驗（一）,2,教師24,48,5,7
41057016O,學生1276,AEU0007,電子學實驗（一）,2,教師24,90,53,34
41213216E,學生473,AEU0007,電子學實驗（一）,2,教師24,58,3,34
41226001L,學生1132,AEU0007,電子學實驗（一）,2,教師24,41,53,32
41090145M,學生1218,AEU0007,電子學實驗（一）,2,教師24,91,92,4
41141233S,學生1387,AEU0007,電子學實驗（一）,2,教師24,59,62,40
41060014T,學生1646,AEU0007,電子學實驗（一）,2,教師24,79,17,27
41268022T,學生1698,AEU0007,電子學實驗（一）,2,教師24,14,89,6
41222223L,學生1060,AEU0007,電子學實驗（一）,2,教師24,61,43,72
41242105S,學生1409,AEU0007,電子學實驗（一）,2,教師24,61,33,71
41073021H,學生664,AEU0007,電子學實驗（一）,2,教師24,46,73,11
41244210S,學生1502,AEU0007,電子學實驗（一）,2,教師24,61,61,33
41051247S,學生1631,AEU0007,電子學實驗（一）,2,教師24,50,99,32
41284213I,學生875,AEU0007,電子學實驗（一）,2,教師24,54,13,47
41077226H,學生799,AEU0007,電子學實驗（一）,2,教師24,63,94,22
41101235E,學生176,AEU0007,電子學實驗（一）,2,教師24,2,47,61
41190116M,學生1189,AEU0015,工程數學（二）,3,教師19,51,72,81
41047221S,學生1557,AEU0015,工程數學（二）,3,教師19,92,38,52
41090030M,學生1203,AEU0015,工程數學（二）,3,教師19,14,17,23
41200030E,學生124,AEU0015,工程數學（二）,3,教師19,71,3,25
41241127S,學生1381,AEU0015,工程數學（二）,3,教師19,60,88,88
41007125E,學生353,AEU0015,工程數學（二）,3,教師19,20,59,59
41073030H,學生673,AEU0015,工程數學（二）,3,教師19,82,13,40
41270037H,學生541,AEU0015,工程數學（二）,3,教師19,86,8,28
41172016H,學生615,AEU0015,工程數學（二）,3,教師19,74,89,14
410H0113I,學生916,AEU0015,工程數學（二）,3,教師19,74,52,44
41170239H,學生543,AEU0015,工程數學（二）,3,教師19,87,1,64
41070002H,學生506,AEU0015,工程數學（二）,3,教師19,99,83,88
41201233E,學生174,AEU0015,工程數學（二）,3,教師19,23,91,70
41173207H,學生650,AEU0015,工程數學（二）,3,教師19,2,59,8
41060014T,學生1646,AEU0015,工程數學（二）,3,教師19,21,70,87
41120114L,學生961,AEU0015,工程數學（二）,3,教師19,52,43,0
41123216L,學生1098,AEU0015,工程數學（二）,3,教師19,1,7,7
41173220H,學生663,AEU0015,工程數學（二）,3,教師19,87,46,87
41101136E,學生177,AEU0015,工程數學（二）,3,教師19,29,34,62
41057241O,學生1301,AEU0015,工程數學（二）,3,教師19,37,77,10
41206104E,學生287,AEU0015,工程數學（二）,3,教師19,1,80,80
41141024S,學生1378,AEU0015,工程數學（二）,3,教師19,63,35,7
41013023E,學生480,AEU0015,工程數學（二）,3,教師19,59,49,34
41109129E,學生399,AEU0015,工程數學（二）,3,教師19,20,3,34
41271004H,學生557,AEU0015,工程數學（二）,3,教師19,32,1,32
41022026L,學生1063,AEU0015,工程數學（二）,3,教師19,75,5,4
412H0012I,學生915,AEU0015,工程數學（二）,3,教師19,57,53,40
41109203E,學生373,AEU0015,工程數學（二）,3,教師19,21,3,27
41176201H,學生733,AEU0015,工程數學（二）,3,教師19,88,53,6
41143105S,學生1450,AEU0015,工程數學（二）,3,教師19,48,92,72
41007108E,學生336,AEU0015,工程數學（二）,3,教師19,90,62,71
412H0042I,學生945,AEU0015,工程數學（二）,3,教師19,58,17,11
41075110H,學生697,AEU0015,工程數學（二）,3,教師19,41,89,33
41071028H,學生581,AEU0015,工程數學（二）,3,教師19,91,43,32
41213028E,學生485,AEU0015,工程數學（二）,3,教師19,59,33,47
41242024S,學生1428,AEU0015,工程數學（二）,3,教師19,79,73,22
41251244S,學生1628,AEU0015,工程數學（二）,3,教師19,14,61,61
41257115O,學生1275,AEU0015,工程數學（二）,3,教師19,61,99,87
41201103E,學生144,AEU0015,工程數學（二）,3,教師19,61,13,36
41102130E,學生216,AEU0015,工程數學（二）,3,教師19,46,94,98
41073022H,學生665,AEU0015,工程數學（二）,3,教師19,61,47,43
41177110H,學生783,AEU0015,工程數學（二）,3,教師19,50,14,85
41102212E,學生198,AEU0015,工程數學（二）,3,教師19,54,71,90
41243016S,學生1461,AEU0015,工程數學（二）,3,教師19,63,77,34
41101221E,學生162,AEU0015,工程數學（二）,3,教師19,2,86,64
412H0041I,學生944,AEU0015,工程數學（二）,3,教師19,100,61,98
41157032O,學生1292,AEU0015,工程數學（二）,3,教師19,50,39,100
41090105M,學生1178,AEU0015,工程數學（二）,3,教師19,6,84,46
41176239H,學生771,AEU0015,工程數學（二）,3,教師19,20,79,77
411H0140I,學生943,AEU0017,電路學（二）,3,教師13,51,63,99
41173116H,學生659,AEU0017,電路學（二）,3,教師13,92,2,13
41005044E,學生277,AEU0017,電路學（二）,3,教師13,14,100,94
41223113L,學生1095,AEU0017,電路學（二）,3,教師13,71,50,47
41111039E,學生450,AEU0017,電路學（二）,3,教師13,60,6,14
41276226H,學生758,AEU0017,電路學（二）,3,教師13,20,20,71
41202246E,學生232,AEU0017,電路學（二）,3,教師13,82,72,77
41076037H,學生769,AEU0017,電路學（二）,3,教師13,86,38,86
41009211E,學生381,AEU0017,電路學（二）,3,教師13,74,17,61
41107026E,學生354,AEU0017,電路學（二）,3,教師13,74,3,39
41075142H,學生729,AEU0017,電路學（二）,3,教師13,87,88,84
41032141A,學生91,AEU0017,電路學（二）,3,教師13,99,59,79
41140001S,學生1310,AEU0017,電路學（二）,3,教師13,23,13,81
41041149S,學生1403,AEU0017,電路學（二）,3,教師13,2,8,52
41176009H,學生741,AEU0017,電路學（二）,3,教師13,21,89,23
41206114E,學生297,AEU0017,電路學（二）,3,教師13,52,52,25
41057108O,學生1268,AEU0017,電路學（二）,3,教師13,1,1,88
41076236H,學生768,AEU0017,電路學（二）,3,教師13,87,83,59
41173229H,學生672,AEU0017,電路學（二）,3,教師13,29,91,40
41211130E,學生441,AEU0017,電路學（二）,3,教師13,37,59,28
41071208H,學生561,AEU0017,電路學（二）,3,教師13,1,70,14
41001224E,學生165,AEU0017,電路學（二）,3,教師13,63,43,44
41205119E,學生252,AEU0017,電路學（二）,3,教師13,59,7,64
41140234S,學生1343,AEU0017,電路學（二）,3,教師13,20,46,88
41247240S,學生1576,AEU0017,電路學（二）,3,教師13,32,34,70
41221208L,學生995,AEU0017,電路學（二）,3,教師13,75,77,8
41070125H,學生529,AEU0017,電路學（二）,3,教師13,57,80,87
41142217S,學生1421,AEU0017,電路學（二）,3,教師13,21,35,0
41272127H,學生626,AEU0017,電路學（二）,3,教師13,88,49,7
41032043A,學生93,AEU0017,電路學（二）,3,教師13,48,3,87
41030236A,學生36,AEU0017,電路學（二）,3,教師13,90,1,62
41142001S,學生1405,AEU0017,電路學（二）,3,教師13,58,5,10
41183203I,學生818,AEU0017,電路學（二）,3,教師13,41,53,80
41240143S,學生1352,AEU0017,電路學（二）,3,教師13,91,3,7
41126224L,學生1155,AEU0017,電路學（二）,3,教師13,59,53,34
41211116E,學生427,AEU0017,電路學（二）,3,教師13,79,92,34
41002109E,學生195,AEU0017,電路學（二）,3,教師13,14,62,32
41268226T,學生1702,AEU0017,電路學（二）,3,教師13,61,17,4
41006021E,學生304,AEU0017,電路學（二）,3,教師13,61,89,40
41207036E,學生364,AEU0017,電路學（二）,3,教師13,46,43,27
41143124S,學生1469,AEU0017,電路學（二）,3,教師13,61,33,6
41084134I,學生896,AEU0017,電路學（二）,3,教師13,50,73,72
41101009E,學生150,AEU0017,電路學（二）,3,教師13,54,61,71
41222002L,學生1039,AEU0022,資料結構,3,教師35,51,63,99
41275022H,學生709,AEU0022,資料結構,3,教師35,92,2,13
41275024H,學生711,AEU0022,資料結構,3,教師35,14,100,94
41013039E,學生496,AEU0022,資料結構,3,教師35,71,50,47
41123128L,學生1110,AEU0022,資料結構,3,教師35,60,6,14
41257126O,學生1286,AEU0022,資料結構,3,教師35,20,20,71
41030006A,學生6,AEU0022,資料結構,3,教師35,82,72,77
41257045O,學生1305,AEU0022,資料結構,3,教師35,86,38,86
41151118S,學生1602,AEU0022,資料結構,3,教師35,74,17,61
41277211H,學生784,AEU0022,資料結構,3,教師35,74,3,39
41206028E,學生311,AEU0022,資料結構,3,教師35,87,88,84
41251215S,學生1599,AEU0022,資料結構,3,教師35,99,59,79
